"completion_date","total_work_orders_completed","total_units_produced","total_units_planned","effective_yield_rate"
"2026-05-31","304","193610","333607","0.58035352975207354762"
"2026-06-01","325","208759","353429","0.59066743249705032694"
"2026-06-02","311","184252","320699","0.57453250555817136941"
"2026-06-03","298","174089","304375","0.57195564681724845996"
"2026-06-04","328","218658","358260","0.61033327750795511640"
"2026-06-05","298","190068","316653","0.60024064196454794365"
"2026-06-06","301","184921","319954","0.57796120692349525244"
"2026-06-07","301","188801","326822","0.57768754857384141826"
"2026-06-08","312","194783","326636","0.59633047184021357107"
"2026-06-09","309","178680","309778","0.57680016011466275849"
"2026-06-10","298","179941","307853","0.58450299331174294225"
"2026-06-11","321","214244","357189","0.59980570510290070523"
"2026-06-12","311","186215","324558","0.57374953013020785191"
"2026-06-13","351","221728","380215","0.58316478834343726576"
"2026-06-14","311","194522","327664","0.59366302065530543484"
"2026-06-15","330","208205","355682","0.58536839086599827936"
"2026-06-16","324","199370","344365","0.57894966097019151191"
"2026-06-17","327","202230","346529","0.58358752081355384398"
"2026-06-18","298","185035","321631","0.57530213194623652571"
"2026-06-19","327","191287","330258","0.57920474295853544804"
"2026-06-20","328","197105","345026","0.57127578791163564485"
"2026-06-21","329","202433","345391","0.58609807435630922636"
"2026-06-22","304","189051","324711","0.58221310642386614559"
"2026-06-23","308","204553","343795","0.59498538373158422897"
"2026-06-24","312","191811","323999","0.59201108645397053695"
"2026-06-25","313","187338","314330","0.59599147392867368689"
"2026-06-26","322","207114","355568","0.58248773792917247896"
"2026-06-27","299","172045","293143","0.58689786213554476825"
"2026-06-28","318","187767","331834","0.56584617610009824189"
"2026-06-29","298","177719","300822","0.59077793512442574014"
"2026-06-30","306","188345","321043","0.58666596063455674162"
"2026-07-01","323","197313","328783","0.60013139365478142118"
"2026-07-02","298","191852","323689","0.59270472583251207177"
"2026-07-03","302","176502","305573","0.57760993281474475821"
"2026-07-04","300","188935","317269","0.59550413056428456609"
"2026-07-05","322","194187","342168","0.56751946412288700288"
"2026-07-06","303","179621","310410","0.57865725975322959956"
"2026-07-07","331","202207","351674","0.57498421833857493019"
"2026-07-08","332","201151","346705","0.58017911480942011220"
"2026-07-09","317","178891","316897","0.56450834182715519554"
"2026-07-10","296","181014","315699","0.57337527201543242139"
"2026-07-11","308","194533","337188","0.57692741141440383406"
"2026-07-12","312","189719","324770","0.58416417772577516396"
"2026-07-13","291","182736","314514","0.58101070222629199336"
"2026-07-14","342","219195","372262","0.58881916499669587549"
"2026-07-15","328","214570","364427","0.58878732914959648983"
"2026-07-16","336","209238","351495","0.59528016045747450177"
"2026-07-17","317","196615","335557","0.58593621947984992118"
"2026-07-18","430","244737","446923","0.54760439717803738004"
"2026-07-19","447","255028","473381","0.53873729617369518422"
"2026-07-20","443","239873","449595","0.53353128927145542099"
"2026-07-21","454","247244","453947","0.54465389131330309485"
"2026-07-22","436","239601","440965","0.54335604866599389974"
"2026-07-23","444","259550","476471","0.54473409714337283906"
"2026-07-24","434","247553","455065","0.54399481392768066100"
"2026-07-25","423","241161","450867","0.53488279248647605613"
"2026-07-26","437","251894","461328","0.54601931814240627059"
"2026-07-27","448","244760","456895","0.53570295144398603618"
"2026-07-28","423","228854","423998","0.53975254600257548385"
"2026-07-29","469","271036","496326","0.54608462986021284398"
"2026-07-30","448","259791","477338","0.54424956739249755938"
"2026-07-31","428","244244","452909","0.53927830977083696725"
"2026-08-01","435","252180","463922","0.54358275744629485129"
"2026-08-02","449","243683","450938","0.54039136200541981381"
"2026-08-03","449","259231","473711","0.54723449529354395401"
"2026-08-04","445","248464","456124","0.54472906490340346046"
"2026-08-05","435","246086","449363","0.54763298268882840821"
"2026-08-06","455","260243","482280","0.53960977025794144480"
"2026-08-07","416","241329","440967","0.54727224486186041132"
"2026-08-08","440","238734","437611","0.54553930317108116569"
"2026-08-09","427","233354","432495","0.53955305841686031052"
"2026-08-10","439","250837","457949","0.54774003218699025437"
"2026-08-11","458","253148","470254","0.53832184308905400060"
"2026-08-12","467","260987","481813","0.54167695765784650892"
"2026-08-13","443","249698","459497","0.54341595266127961662"
"2026-08-14","432","236580","440684","0.53684726470668324695"
"2026-08-15","445","260533","480293","0.54244596527536316374"
"2026-08-16","449","257519","471006","0.54674250434177059316"
"2026-08-17","439","238289","442107","0.53898490636882021773"
"2026-08-18","435","249940","461408","0.54168978431236562868"
"2026-08-19","457","253880","470628","0.53944941652430369634"
"2026-08-20","456","252728","465410","0.54302228142927741131"
"2026-08-21","459","258695","474391","0.54532021054362329808"
"2026-08-22","434","246930","459386","0.53752182260669676481"
"2026-08-23","440","257678","470835","0.54727877069461701021"
"2026-08-24","438","252964","465464","0.54346630459068800165"
"2026-08-25","449","260515","476679","0.54652082428636461854"
"2026-08-26","510","278815","504010","0.55319338902005912581"
"2026-08-27","605","368671","632990","0.58242784246196622380"
"2026-08-28","607","376165","646870","0.58151560591772690030"
"2026-08-29","602","373842","642435","0.58191412360783581218"
"2026-08-30","600","368410","633374","0.58166265113503238213"
"2026-08-31","600","359074","617222","0.58175826525950144356"
"2026-09-01","601","363583","624705","0.58200750754356056058"
"2026-09-02","600","350555","601629","0.58267636699693665033"
"2026-09-03","601","353977","608001","0.58219805559530329720"
"2026-09-04","605","363264","623770","0.58236850121038203184"
"2026-09-05","610","376651","648300","0.58098256979793305568"
"2026-09-06","203","126646","217792","0.58149977960622979724"
